Gene,AJ2,AJ3,AJ4,AN2,AN3,AN4
Spis2621,83,59,145,69,44,70
Spis2622,23,20,57,28,22,27
Spis2623,71,31,163,41,45,50
Spis2624,132,60,253,116,65,94
Spis2625.t1,263,130,497,208,141,290
Spis2626,18,16,49,31,21,34
Spis2627,47,30,223,60,41,45
Spis2628,35,45,104,28,32,40
Spis2629,37,26,111,46,26,41
Spis2630,34,15,49,28,17,20
Spis2631,167,70,364,188,85,134
Spis2632,616,329,896,762,451,378
Spis2633,39,22,73,43,33,29
Spis2634,553,296,1061,719,390,421
Spis2635,63,28,97,74,31,39
Spis2636,4,5,11,5,1,9
Spis2637,22,14,60,25,22,26
Spis2638,52,32,163,92,39,85
Spis2639,3,0,5,4,0,1
Spis2640,4,2,8,3,3,6
Spis2641.t1,95,55,231,83,61,75
Spis2642,457,133,756,420,208,299
Spis2643,19,13,69,28,11,15
Spis2644,0,1,3,1,0,0
Spis2645,2,7,10,3,1,4
Spis2646,4,5,30,15,1,9
Spis2647,8,3,24,9,9,10
Spis2648,27,17,40,22,21,27
Spis2649,5,3,5,1,1,7
Spis2650,12,9,20,10,6,17
Spis2651,336,139,829,494,295,372
Spis2652,92,40,245,104,67,85
Spis2653,6,4,155,1,4,71
Spis2654,4,3,16,12,8,10
Spis2655,13,14,27,12,7,6
Spis2656,490,229,1294,725,390,432
Spis2657,96,52,218,77,35,79
Spis2658,0,0,10,0,1,4
Spis2659,154,81,278,108,82,106
Spis2660,25,14,56,48,23,16
Spis2661,15,2,16,15,9,24
Spis2662,96,39,288,113,56,115
Spis2663,125,50,251,122,65,99
Spis2664,29,22,81,26,17,47
Spis2665,92,47,495,464,226,270
Spis2666,558,254,1307,622,299,476
Spis2667,20,18,59,32,17,23
Spis2668,38,22,58,24,35,34
Spis2669,18,7,38,20,14,20
Spis2670,102,56,201,99,73,74
Spis2671,72,66,210,71,44,87
Spis2672,37,22,114,40,15,39
Spis2673,14,12,33,54,23,24
Spis2674,53,25,105,52,29,21
Spis2675,156,77,381,218,109,105
Spis2676,1044,525,2652,1132,576,1012
Spis2677.t1,409,205,1271,517,362,408
Spis2678,208,150,591,248,167,212
Spis2679,50,13,68,55,30,19
Spis2680,11,10,47,27,15,18
Spis2681,26,14,70,32,25,23
Spis2682,15,13,37,15,13,21
Spis2683,3,2,6,3,2,2
Spis2684,32,17,67,35,22,28
Spis2685,35,27,80,24,16,17
Spis2686,16,8,23,8,8,8
Spis2687,458,234,952,494,281,325
Spis2688,158,125,514,165,115,144
Spis2689.t1,43,34,185,67,46,54
Spis2690,2,0,3,1,0,1
Spis2691,8,2,8,6,5,4
Spis2692,29,14,96,42,21,28
Spis2693,5,5,29,11,1,2
Spis2694,88,34,264,131,70,64
Spis2695,22,10,82,31,27,22
Spis2696.t1,63,27,157,65,50,45
Spis2697,10,7,16,5,4,11
Spis2698,622,224,671,658,324,300
Spis2699.t1,86,35,134,70,48,54
Spis2700,71,39,95,46,43,26
Spis2701,116,42,273,90,65,105
Spis2702,122,64,182,120,61,79
Spis2703,26,14,69,21,23,16
Spis2704,13,3,14,14,2,9
Spis2705,1,0,0,0,1,0
Spis2706,180,108,543,238,169,174
Spis2707,55,13,101,34,23,34
Spis2708,108,77,316,146,66,92
Spis2709,1,2,2,0,1,4
Spis2710,72,56,266,102,61,109
Spis2711,37,13,167,53,33,65
Spis2712,113,49,169,83,51,65
Spis2713,219,89,847,206,136,247
Spis2714,32,26,89,29,14,42
Spis2715,952,406,2388,644,387,445
Spis2716,76,46,268,70,44,80
Spis2717,102,45,195,80,41,67
Spis2718,28,24,137,90,46,63
Spis2719,102,38,248,102,64,79
Spis2720,13,12,66,37,13,21
Spis2721,29,8,26,12,6,6
Spis2722,101,62,252,99,67,86
Spis2723,6,5,20,6,8,6
Spis2724,4,1,4,0,4,1
Spis2725,67,48,254,55,48,91
Spis2726,62,27,168,57,44,58
Spis2727.t1,29,17,53,23,16,13
Spis2728,7,2,13,13,3,14
Spis2729,6,7,22,9,7,8
Spis2730,12,8,39,23,10,21
Spis2731,296,156,889,318,172,284
Spis2732,3,2,2,5,2,3
Spis2733,4,1,5,1,1,3
Spis2734,200,148,521,284,144,243
Spis2735,173,95,235,174,97,138
Spis2736,895,593,2244,1142,613,1034
Spis2737,336,245,949,492,270,404
Spis2738,262,170,469,259,137,261
Spis2739,156,70,500,150,109,190
Spis2740,19,7,33,12,14,16
Spis2741,113,74,232,152,70,99
Spis2742,3,1,16,5,1,5
Spis2743,212,140,663,264,218,331
Spis2744,63,49,154,50,28,55
Spis2745,2260,1481,6219,2897,1753,2856
Spis2746,843,639,2102,1143,641,900
Spis2747,108,38,228,103,67,60
Spis2748,657,327,1549,441,303,495
Spis2749,190,55,464,244,124,190
Spis2750,18,12,30,27,19,12
Spis2751,4627,2943,11281,6061,3647,5368
Spis2752,58,41,93,43,26,38
Spis2753.t1,70,70,667,107,96,199
Spis2754,262,130,850,397,234,289
Spis2755,2,0,25,2,0,22
Spis2756,71,26,131,43,50,46
Spis2757,128,72,215,107,106,102
Spis2758,119,62,235,115,45,96
Spis2759,753,389,1670,778,478,503
Spis2760,229,98,519,308,146,177
Spis2761,89,50,210,89,80,91
Spis2762,56,45,238,79,54,69
Spis2763,2,1,11,7,3,8
Spis2764,127,57,315,158,99,122
Spis2765,10,10,42,19,14,14
Spis2766,5,5,6,5,7,4
Spis2767,1,1,1,1,1,1
Spis2768,12,12,41,13,15,7
Spis2769,0,0,2,0,5,1
Spis2770,284,127,641,357,179,260
Spis2771,141,78,381,162,87,117
Spis2772.t1,613,241,1198,520,306,416
Spis2773,2,2,4,1,0,5
Spis2774,29,21,47,27,16,31
Spis2775,8,4,50,11,10,16
Spis2776,38,32,103,45,24,37
Spis2777,74,51,235,96,71,95
Spis2778,94,47,241,79,64,92
Spis2779.t1,96,64,243,101,72,98
Spis2780,19,14,91,60,35,38
Spis2781,1,1,1,2,0,4
Spis2782.t2,42,18,57,42,35,35
Spis2783,778,364,1747,798,476,620
Spis2784.t1,237,122,630,341,186,249
Spis2785,37,20,105,147,76,108
Spis2786,30,18,85,43,18,19
Spis2787,552,299,1093,436,299,384
Spis2788,21,17,21,25,15,13
Spis2789,3,2,8,3,3,2
Spis2790.t1,78,51,218,76,44,105
Spis2791,19,13,48,20,16,23
Spis2792,110,80,256,144,120,129
Spis2793,211,111,429,303,142,194
Spis2794,0,0,0,0,0,0
Spis2795,3,1,7,1,0,1
Spis2796,1,3,0,3,1,3
Spis2797,0,0,3,7,2,0
Spis2798,0,0,1,2,2,0
Spis2799,12,3,20,14,6,7
Spis2800,155,56,270,170,106,134
Spis2801,0,1,0,0,0,0
Spis2802,7,2,12,3,3,7
Spis2803,2,0,0,1,0,0
Spis2804,1,1,2,5,1,0
Spis2805,6,5,8,8,5,5
Spis2806,6,1,6,4,2,0
Spis2807,19,12,43,20,12,20
Spis2808,30,15,95,29,27,33
Spis2809,42,24,102,53,18,44
Spis2810,0,0,41,0,2,15
Spis2812.t2,263,142,607,290,181,197
Spis2813,34,19,88,31,24,34
Spis2814,144,99,342,133,88,132
Spis2815,38,14,111,38,21,25
Spis2816,215,118,564,338,144,177
Spis2817,6,5,16,22,2,8
Spis2818,62,22,145,65,26,65
Spis2819,42,23,112,64,32,59
Spis2820,33,12,101,18,10,18
Spis2821,951,460,2244,1109,622,834
Spis2822,6,9,22,8,5,7
Spis2823,37,20,104,47,39,30
Spis2824,217,99,328,111,103,186
Spis2825,204,91,469,164,126,207
Spis2826,20,11,43,22,18,19
Spis2827,92,64,229,137,84,95
Spis2829,31,19,86,32,26,39
Spis2830.t1,145,71,381,135,91,137
Spis2831,326,119,927,315,196,276
Spis2832,89,33,170,63,38,40
Spis2833,0,0,0,0,0,1
Spis2834,15,7,16,10,5,7
Spis2835,19,7,18,10,9,5
Spis2836,8,6,18,4,5,4
Spis2837,5,4,37,88,48,91
Spis2838,263,179,748,296,214,273
Spis2839,720,408,1999,805,347,704
Spis2840,53,58,251,119,95,125
Spis2841,32,20,152,28,18,40
Spis2842,35,21,53,43,26,25
Spis2843,25,14,103,21,15,26
Spis2844,8,3,31,20,15,10
Spis2845,18,19,47,20,15,16
Spis2846,78,37,296,76,65,81
Spis2847.t1,82,53,311,91,55,87
Spis2848,17,14,44,16,13,21
Spis2849,24,22,79,46,18,37
Spis2850.t1,78,37,188,70,45,58
Spis2851,35,34,122,55,28,34
Spis2852,35,32,158,57,39,52
Spis2853,28,16,41,30,17,21
Spis2854,12,5,13,12,7,5
Spis2855,22,6,46,31,24,29
Spis2856,0,0,0,1,0,0
Spis2857,0,0,0,1,1,0
Spis2858,0,0,0,0,0,0
Spis2859,41,31,122,66,43,55
Spis2860,19,13,45,9,11,21
Spis2861,192,75,321,150,76,113
Spis2862,83,54,163,55,70,103
Spis2863,17,7,29,23,13,28
Spis2864,40,15,61,133,81,146
Spis2865,42,26,122,81,42,52
Spis2866,150,77,515,170,159,154
Spis2867,23,15,149,38,30,61
Spis2868,654,321,2014,833,473,645
Spis2869,28,8,62,38,14,25
Spis2870,124,64,233,117,100,110
Spis2871,12,7,21,8,8,7
Spis2872,60,40,207,69,42,63
Spis2873,27,26,126,36,31,46
Spis2874,220,82,457,249,104,170
Spis2875,137,79,393,215,146,182
Spis2876,50,28,78,76,23,29
Spis2877,108,78,333,144,98,98
Spis2878,45,25,126,76,57,62
Spis2879,201,111,704,199,121,188
Spis2880,34,16,103,23,36,51
Spis2881.t1,88,41,219,146,71,93
Spis2882,430,159,1171,380,244,486
Spis2883,28,16,25,26,12,36
Spis2884,387,282,5308,438,472,2212
Spis2885,4091,1342,6703,2823,1643,2850
Spis2886,95,52,275,111,58,114
Spis2887,52,28,169,62,35,45
Spis2888,16,10,38,10,13,17
Spis2889,7,10,5,14,5,4
Spis2890,35,29,74,39,46,31
Spis2891,5,2,17,14,13,5
Spis2892,0,0,0,0,0,0
Spis2893,189,79,413,180,117,152
Spis2894,69,53,274,86,68,103
Spis2895,0,0,0,0,0,0
Spis2896,0,0,0,0,0,0
Spis2897,3,1,8,2,2,0
Spis2898.t1,26,22,43,35,27,23
Spis2899,256,187,612,215,146,195
Spis2900,5,1,5,7,2,3
Spis2901,39,18,67,23,13,23
Spis2902,8,2,9,4,2,0
Spis2903,44,17,113,51,27,51
Spis2904,199,101,442,160,98,142
Spis2905,9,9,42,11,12,18
Spis2906,28,12,44,38,18,15
Spis2907,114,43,298,59,45,89
Spis2908,1065,727,2287,926,590,887
Spis2909,38,35,78,42,30,30
Spis2910,6100,4288,11963,6715,4658,7648
Spis2911,76,54,103,47,43,44
Spis2912,120,66,209,93,94,82
Spis2913,278,92,393,322,208,226
Spis2914,37,26,85,44,34,39
Spis2915,18,5,20,11,9,7
Spis2916,13,8,33,18,9,16
Spis2917,153,93,443,159,85,165
Spis2918,214,140,674,155,126,293
Spis2919,73,25,97,83,56,54
Spis2920,79,48,233,64,62,85
Spis2921,57,43,132,61,46,67
Spis2922,36,28,165,49,64,78
Spis2923,103,68,334,142,101,120
Spis2924,13,8,46,24,7,16
Spis2925,96,57,289,76,86,104
Spis2926,2588,1794,4261,2214,2113,3234
Spis2927,27,17,108,41,30,25
Spis2928,101,53,319,140,77,96
Spis2929,8,7,30,8,6,10
Spis2930,88,58,255,48,34,45
Spis2931,39,12,112,108,57,91
Spis2932,202,68,495,216,130,184
Spis2933,22,9,54,15,20,17
Spis2934,3,1,53,6,7,22
Spis2935,128,71,776,130,117,190
Spis2936,6,2,20,6,4,4
Spis2937,55,19,124,32,20,36
Spis2938,6,0,34,1,2,4
Spis2939,5,7,169,10,8,34
Spis2940,123,77,460,163,93,173
Spis2941,88,39,253,113,70,88
Spis2942,110,57,222,94,64,90
Spis2943,95,61,246,115,55,70
Spis2944,15,10,71,13,6,19
Spis2945,20,3,25,9,10,16
Spis2946,48,15,72,44,21,27
Spis2947,121,53,400,150,86,140
Spis2948,0,1,3,1,1,5
Spis2949,54,48,138,63,25,68
Spis2950,30,13,76,25,18,21
Spis2951,30,29,131,34,30,53
Spis2952,47,42,138,47,30,71
Spis2953,217,104,593,282,158,178
Spis2954.t1,23221,10383,53234,33752,18070,23390
Spis2955,12,10,33,9,5,15
Spis2956.t1,156,111,453,150,131,183
Spis2957,21,16,36,19,16,18
Spis2958,1,0,0,1,0,0
Spis2959,24,7,35,25,16,15
Spis2960,2,3,9,9,1,8
Spis2961,23,8,56,28,11,35
Spis2962,41,15,72,27,16,20
Spis2963,7,1,16,11,4,7
Spis2964,12,9,19,24,16,16
Spis2965,298,126,563,399,216,239
Spis2966,101,69,254,77,63,72
Spis2967,41,11,86,43,33,39
Spis2968,2,1,12,6,4,1
Spis2969,3,2,7,1,0,2
Spis2970,57,18,186,75,29,58
Spis2971,133,49,265,104,56,73
Spis2972,78,60,267,62,46,124
Spis2973.t2,234,136,733,384,204,304
Spis2974,1,3,7,8,1,6
Spis2975,19,9,48,18,6,26
Spis2976,45,35,119,26,25,37
Spis2977,28,5,33,17,12,22
Spis2978,5,0,4,4,3,2
Spis2979,20,7,25,19,5,12
Spis2980,36,26,62,22,14,16
Spis2981,77,49,176,69,26,59
Spis2982,549,366,1533,922,523,972
Spis2983,51,7,42,18,12,14
Spis2984,24,12,40,17,5,13
Spis2985,35,25,104,31,21,36
Spis2986,46,25,90,55,29,37
Spis2987,6,7,22,5,4,5
Spis2988,24,15,23,12,16,8
Spis2989,51,33,188,49,31,59
Spis2990,16,11,59,18,9,18
Spis2991,116,41,344,124,59,88
Spis2992,71,41,122,89,51,53
Spis2993.t1,340,165,646,359,194,230
Spis2994,169,103,575,201,99,160
Spis2995,207,81,424,191,93,136
Spis2996,3,0,30,15,8,10
Spis2997,100,57,293,101,55,92
Spis2998,13,22,54,16,10,22
Spis2999,10,6,25,11,3,9
Spis3000,2,5,12,5,3,6
Spis3001,150,74,390,193,92,136
Spis3002,81,28,185,90,51,70
Spis3003,28,19,58,48,27,19
Spis3004,130,56,348,112,72,125
Spis3005,2,0,4,3,8,4
Spis3006,168,32,214,67,34,56
Spis3007.t1,51,23,145,64,24,60
Spis3008,54,26,167,59,41,56
Spis3009,33,14,95,28,31,34
Spis3010,39,26,89,33,28,40
Spis3011,39,26,162,49,41,57
Spis3012,15,10,6,10,28,3
Spis3013,16,10,36,28,11,18
Spis3014,12,10,31,10,9,4
Spis3015,63,41,170,120,80,72
Spis3016,2,1,0,0,0,0
Spis3017,0,2,1,0,1,0
Spis3018,0,0,0,2,0,0
Spis3019,0,0,0,0,0,0
Spis3020,55,34,115,70,40,41
Spis3021,15,10,55,13,17,12
Spis3022,2,4,19,4,2,5
Spis3023,268,151,597,324,134,195
Spis3024,101,52,231,146,78,85
Spis3025,36,26,58,33,18,35
Spis3026,2363,1612,4782,1962,1835,3225
Spis3027,17,3,24,9,3,4
Spis3028,21,5,17,26,11,5
Spis3029,87,34,170,87,50,48
Spis3030,2,1,0,0,0,0
Spis3031,68,36,227,84,72,85
Spis3032,62,23,103,80,25,42
Spis3033,114,66,354,155,101,126
Spis3034,253,101,514,298,121,151
Spis3035,37,14,38,28,7,27
Spis3036,160,96,315,243,112,130
Spis3037,718,324,1934,917,565,615
Spis3038,3,6,7,3,7,4
Spis3039,51,20,78,61,36,24
Spis3040,11,10,15,16,6,2
Spis3041,1,2,3,2,2,1
Spis3042,1,0,6,2,1,2
Spis3043,129,102,329,199,111,113
Spis3044,95,51,194,89,49,95
Spis3045,222,142,601,222,164,220
Spis3046,0,0,0,0,0,0
Spis3047.t2,252,124,572,413,238,264
Spis3048,6,12,7,7,8,7
Spis3049,58,46,87,53,49,47
Spis3050,30,15,61,18,13,25
Spis3051,31,19,31,22,17,14
Spis3052,288,162,836,299,196,323
Spis3053,6,5,15,6,7,9
Spis3054,365,210,1156,461,297,380
Spis3055.t1,63,37,109,29,37,52
Spis3056,187,135,520,169,121,215
Spis3057,53,19,15,8,14,4
Spis3058,34,3,9,9,6,1
Spis3059,26,22,69,28,24,21
Spis3060,7,5,16,5,7,9
Spis3061,1,17,6,10,6,6
Spis3062,15,4,48,16,24,24
Spis3063,348,213,1196,420,260,329
Spis3064,57,37,79,50,20,35
Spis3065,17,5,11,13,10,3
Spis3066,2,5,3,2,6,6
Spis3067,1,4,9,8,2,1
Spis3068,203,86,423,160,120,158
Spis3069,87,70,321,141,95,139
Spis3070,155,74,316,137,87,112
Spis3071,72,28,76,40,34,21
Spis3072.t1,24,13,66,25,8,23
Spis3073,10,9,16,8,1,14
Spis3074,52,29,141,65,42,38
Spis3075,110,50,203,90,90,70
Spis3076,87,51,263,118,64,92
Spis3077,56,21,77,41,27,27
Spis3078,35,33,58,26,23,32
Spis3079,9,6,24,5,5,12
Spis3080,385,203,542,264,182,231
Spis3081,77,37,266,63,51,80
Spis3082.t1,430,213,1005,475,284,304
Spis3083,42,23,89,42,37,27
Spis3084,18,15,42,26,18,15
Spis3085,7,3,3,2,6,2
Spis3086,316,195,872,410,260,280
Spis3087,76,68,226,93,47,79
Spis3088,136,71,257,174,119,118
Spis3089,22,16,116,32,18,28
Spis3090,789,395,1560,1153,638,496
Spis3091,185,73,448,196,107,155
Spis3092,108,56,262,119,66,97
Spis3093,39,31,119,58,17,36
Spis3094,4095,1227,7389,1128,726,1007
Spis3095,120,105,379,173,89,143
Spis3096,40,31,131,41,22,41
Spis3097,197,85,436,223,125,167
Spis3098,1504,703,3274,1485,673,796
Spis3099,59,19,114,45,32,43
Spis3100,29,16,41,19,8,12
Spis3101,33,13,53,24,22,26
Spis3102.t1,33,30,94,43,21,23
Spis3103,0,1,1,1,1,0
Spis3104,25,18,54,34,18,20
Spis3105,63,20,97,41,24,38
Spis3106,5,0,32,12,8,9
Spis3107,45,21,85,61,29,26
Spis3108,44,18,104,40,49,43
Spis3109,12,8,70,20,12,24
Spis3110,88,56,189,59,57,94
Spis3111,46,16,81,28,29,43
Spis3112,5,0,10,0,2,1
Spis3113.t1,46,29,92,36,39,39
Spis3114,31,19,84,24,33,34
Spis3115,36,20,77,39,20,39
Spis3116,271,138,732,404,244,266
Spis3117,177,234,5908,417,474,2192
Spis3118,3,0,6,0,0,0
Spis3119,280,129,820,254,175,285
Spis3120,81,50,208,60,33,85
Spis3121.t1,64,23,156,80,45,63
Spis3122,37,16,104,34,19,30
Spis3123,19,19,86,26,14,26
Spis3124,14,10,29,23,12,12
Spis3125,8,11,18,5,3,17
Spis3126,154,110,394,237,117,142
Spis3127,37,20,143,55,42,59
Spis3128,180,70,495,171,107,195
Spis3129,52,30,149,38,29,46
Spis3130,17,13,40,13,7,26
Spis3131,116,105,488,176,105,189
Spis3132,25,14,70,32,15,26
Spis3133,5,5,21,13,10,7
Spis3134,160,110,405,278,168,177
Spis3135.t1,1078,522,1787,1380,823,706
Spis3136,126,82,393,125,94,100
Spis3137,4,3,7,5,2,2
Spis3138,344,151,1301,497,258,388
Spis3139,217,79,508,233,115,173
Spis3140,68,45,140,63,43,47
Spis3141,19,28,55,25,14,25
Spis3142,220,80,466,248,128,151
Spis3143,68,37,139,70,39,80
Spis3144.t1,40,17,86,78,29,33
Spis3145,40,18,88,54,29,36
Spis3146,22,15,46,38,21,11
Spis3147,37,16,68,33,10,24
Spis3148,49,23,262,51,30,72
Spis3149,32,5,35,28,14,14
Spis3150,62,29,153,53,37,53
Spis3151,101,31,316,127,57,127
Spis3152,297,132,461,299,183,190
Spis3153,258,35,254,146,72,79
Spis3154,804,249,1196,493,287,356
Spis3155.t2,170,125,444,221,102,138
Spis3156,2,3,10,6,2,2
Spis3157,12,4,11,14,10,5
Spis3158,21,5,47,23,8,15
Spis3159,17,8,20,10,9,11
Spis3160,61,30,197,59,45,69
Spis3161,3,6,11,10,3,3
Spis3162,6,4,21,6,6,12
Spis3163,115,50,366,138,73,129
Spis3164,75,35,227,73,49,108
Spis3165,138,60,355,161,109,240
Spis3166,73,22,242,96,64,103
Spis3167,308,155,1101,416,217,403
Spis3168,8,5,81,16,14,28
Spis3169,0,0,0,1,0,1
Spis3170,127,68,259,150,72,133
Spis3171,37,18,114,45,18,45
Spis3172,64,33,173,79,65,57
Spis3173,52,54,178,64,34,39
Spis3174,92,65,179,69,46,68
Spis3175.t1,381,223,914,477,222,342
Spis3176,33,51,785,45,82,214
Spis3177,5,10,24,10,8,16
Spis3178,3,2,3,4,1,4
Spis3179,8,6,25,7,9,9
Spis3180,4,10,14,14,4,12
Spis3181,107,55,251,129,57,110
Spis3182,153,64,268,127,63,119
Spis3183,116,55,263,104,64,127
Spis3184,7,11,37,24,12,12
Spis3185,107,73,315,109,76,126
Spis3186,25,17,49,27,21,22
Spis3187,24,18,86,44,31,35
Spis3188,269,137,679,381,212,250
Spis3189,48,29,191,82,61,60
Spis3190,127,55,322,164,81,79
Spis3191,13,12,39,18,10,8
Spis3192.t1,85,55,345,131,83,100
Spis3193,45,18,79,27,15,41
Spis3194,9,3,16,7,1,3
Spis3195,42,26,104,57,43,71
Spis3196,1,0,4,3,3,1
Spis3197,42,26,69,28,14,37
Spis3198.t1,192,77,474,153,99,175
Spis3199,25,13,67,42,20,31
Spis3200,474,117,583,274,141,149
Spis3201,40,26,62,42,27,32
Spis3202,153,63,275,112,64,162
Spis3203,119,56,190,79,52,66
Spis3204,4,1,4,2,1,3
Spis3205,0,0,0,0,0,0
Spis3206,218,78,500,241,139,156
Spis3207,20,5,66,28,15,32
Spis3208,0,0,0,0,1,0
Spis3209,176,61,347,152,69,95
Spis3210,34,23,102,56,27,27
Spis3211.t2,141,81,299,186,95,141
Spis3212,103,60,313,135,57,100
Spis3213,13,12,51,21,13,16
Spis3214,152,76,298,136,66,105
Spis3215,382,199,900,417,237,353
Spis3216,115,44,254,96,67,107
Spis3217,36,24,94,61,31,41
Spis3218,370,229,1147,459,242,339
Spis3219.t1,214,137,546,205,148,244
Spis3220,2,0,2,2,1,1
Spis3221,1,0,0,2,1,0
Spis3223,4,4,7,10,2,2
Spis3224,3,0,0,2,3,0
Spis3226,6,0,3,2,2,3
Spis3227.t1,163,120,495,201,136,150
Spis3228,0,0,3,1,1,0
Spis3229,0,4,3,0,1,1
Spis3230,1,3,8,3,3,2
Spis3231,8,9,21,17,10,12
Spis3232,0,1,1,3,1,2
Spis3233,1,0,0,1,0,1
Spis3234,0,3,6,2,0,0
Spis3235,0,0,0,0,1,0
Spis3236,0,0,1,0,0,0
Spis3237.t1,160,124,491,228,122,173
Spis3238,217,156,626,184,141,220
Spis3239,84,42,219,83,64,71
Spis3240,3,2,8,3,1,7
Spis3241,137,78,395,155,81,156
Spis3242,91,50,170,79,42,74
Spis3243,48,41,135,55,26,65
Spis3244,1,1,3,4,2,0
Spis3245,10,8,21,12,4,12
Spis3246,24,6,68,26,18,27
Spis3247,100,44,315,157,71,119
Spis3248,20,17,62,28,6,18
Spis3249,1011,779,2664,1363,712,1235
Spis3250,152,68,414,141,96,139
Spis3251,0,3,36,1,2,11
Spis3252,9,4,16,11,6,11
Spis3253,40,18,103,25,44,37
Spis3254,22,19,29,29,12,14
Spis3255,3,3,8,8,6,4
Spis3256,0,2,6,2,2,1
Spis3257,0,0,1,0,0,0
Spis3258,25,17,106,33,30,29
Spis3259,2,1,2,1,0,3
Spis3260,2,0,0,0,0,0
Spis3261,0,0,1,0,1,0
Spis3262,38,16,113,47,29,45
Spis3263,867,467,1799,1333,726,804
Spis3264,8,5,19,6,4,7
Spis3265,39,25,100,55,22,42
Spis3266,82,46,253,120,68,74
Spis3267,8,3,12,4,0,1
Spis3268,8,8,20,10,10,1
Spis3269,5,7,17,3,2,2
Spis3270,8,6,15,12,5,14
Spis3271,102,57,206,64,46,86
Spis3272,13,8,30,27,9,8
Spis3273,50,50,120,61,42,49
Spis3274,397,162,836,323,192,272
Spis3275,129,72,378,197,88,137
Spis3276,637,199,1060,720,387,386
Spis3277,65,43,245,72,49,80
Spis3278,112,86,378,125,73,145
Spis3279,16,13,62,15,21,21
Spis3280,53,34,113,50,28,52
Spis3281,90,42,233,83,65,102
Spis3282,213,92,584,220,127,213
Spis3283,1738,753,1186,2696,1449,477
Spis3284,348,165,142,483,319,36
Spis3285,78,45,180,142,79,109
Spis3286,0,2,0,0,0,0
Spis3287,127,78,409,137,102,121
Spis3288,268,134,669,327,216,272
Spis3289,221,91,534,229,103,178
Spis3290,50,18,196,53,37,72
Spis3291,189,68,394,206,121,143
Spis3292,73,47,167,65,38,89
Spis3293.t1,126,76,298,97,56,94
Spis3294,655,406,1639,776,400,549
Spis3295,41,29,124,28,30,63
Spis3296,187,80,550,210,123,174
Spis3297,30,9,71,18,21,23
Spis3298,377,246,1369,480,279,351
Spis3299,37,22,147,44,17,40
Spis3300,150,73,452,145,102,151
Spis3301,2282,911,5439,2863,1490,1647
Spis3302,168,94,375,101,64,153
Spis3303,64,41,124,50,38,53
Spis3304,9,9,31,21,9,11
Spis3305,11,8,13,15,12,6
Spis3306,126,53,233,134,83,111
Spis3307,146,54,293,172,104,113
Spis3308,127,64,257,174,96,95
Spis3309,46,38,142,61,49,61
Spis3310,210,95,353,230,175,151
Spis3311,50,37,84,69,31,33
Spis3312,54,33,168,49,34,71
Spis3313,18,7,41,12,14,9
Spis3314,113,54,191,83,49,67
Spis3315,300,148,848,303,200,284
Spis3316,33,11,39,11,19,22
Spis3317,19,11,55,30,18,21
Spis3318,7,2,8,10,3,3
Spis3319,44,19,98,49,22,36
Spis3320,106,41,177,83,60,92
Spis3321,46,15,136,39,27,38
Spis3322,109,28,219,81,72,64
